,train,val,test
10,TCGA-2A-AAYF-01A-01-TS1.D1950A66-4200-4AA6-AC22-5753398182DF,TCGA-EJ-5517-01Z-00-DX1.7df66a54-404a-4b7d-a316-4ae6383c3afd,TCGA-CH-5765-01A-01-BS1.da2fb151-47ab-430a-a4ad-3419dd1dacb4
11,TCGA-2A-AAYF-01Z-00-DX1.D0ADEB9A-37A4-451C-B91C-4AB014A6857A,TCGA-EJ-5532-01Z-00-DX1.07548d1f-867f-4bca-a9f3-aaed043b8753,TCGA-CH-5765-01A-01-TS1.b8f72b0b-0cd5-4168-aae6-948af41758b0
12,TCGA-2A-AAYO-01Z-00-DX1.A5BB3437-956A-4A42-AC28-1217B8016970,TCGA-EJ-5532-01A-01-TS1.1c06e67e-fdf6-424f-89d1-07d36d5620b8,TCGA-CH-5765-01Z-00-DX1.ee77679a-ef5a-4326-b72c-497532f60fb0
13,TCGA-2A-AAYO-01A-01-TS1.0E6D0F65-C497-4902-961C-382D15736673,TCGA-EJ-5532-01A-01-BS1.26535e87-3145-405b-b8ee-48977aff1aef,TCGA-CH-5771-01A-01-BS1.f6b5c355-7658-463f-b664-21933958b6e7
14,TCGA-2A-AAYU-01A-01-TSA.98BA12F2-611D-4EB0-81E6-859C4221AB55,TCGA-EJ-5542-01A-01-TS1.fd83687f-596d-4d41-8532-a2d676438e48,TCGA-EJ-8470-01A-01-TS1.0d28ddd8-fe12-4fcd-919c-3a9150798847
15,TCGA-2A-AAYU-01Z-00-DX1.F3FFE8F2-86B0-4552-A369-15DBB9C3B035,TCGA-EJ-5542-01Z-00-DX1.84ef2f6d-29d7-4d36-96b4-14bd30742016,TCGA-EJ-A46G-01A-03-TSC.21C277CB-AB34-42D7-8FB3-D343DD839246
16,TCGA-4L-AA1F-01A-01-TS1.A9CC88BC-25E5-4659-9516-601403819306,TCGA-EJ-5542-01A-01-BS1.e89efd55-f6d9-4d03-a95c-c5c2d1810f9b,TCGA-EJ-A46G-01Z-00-DX1.F6443830-54BB-44D8-91F2-D9EA52255650
17,TCGA-4L-AA1F-01Z-00-DX1.D793A68B-6E98-477B-8C29-4347939C97CF,TCGA-EJ-7791-01Z-00-DX1.32e325ff-30d5-4f07-a7b6-914a412cecf7,TCGA-EJ-A65B-01A-01-TSA.18F752A0-7454-45AF-9ED3-933765D6E38F
18,TCGA-CH-5737-01Z-00-DX1.beeda9ae-cb8c-4534-8438-081302b482cf,TCGA-EJ-7791-01A-01-BS1.93e59ad3-c09a-40cb-a9d5-6c8704c2d952,TCGA-EJ-A7NH-01A-01-TSA.E744E068-A3A4-482A-91E2-B776980189B6
19,TCGA-CH-5737-01A-01-BS1.af8ace42-371c-4003-a16b-4966da0c0cfc,TCGA-EJ-7791-01A-01-TS1.e22e694d-19c0-45d8-99db-041b30c1b363,TCGA-G9-7522-01A-01-TS1.a9d0ae6f-3034-4fef-b984-a329801123c0
20,TCGA-CH-5737-01A-01-TS1.ed1696b6-8897-47f6-8996-82c8521c1add,TCGA-EJ-A65G-01A-02-TSB.5621CA0E-5A09-4709-BDB1-3E45599411F2,TCGA-G9-7522-01Z-00-DX1.103e1fde-1559-4095-95b9-020a2459193b
21,TCGA-CH-5738-01A-01-TS1.8ab47b68-e420-431a-b810-83867777c04d,TCGA-EJ-A8FN-01A-01-TSA.C6EC1B27-A3F7-4DD5-9851-8333C5A7463A,TCGA-G9-7522-01A-01-BS1.71949125-dda4-413d-b700-6e9bc0800ec3
22,TCGA-CH-5738-01Z-00-DX1.fcb841b3-9257-48a4-b175-26df4227b0ce,TCGA-FC-A5OB-01A-01-TSA.605E0BD0-5D49-4867-800A-ECBC02D3723C,TCGA-HC-7075-01Z-00-DX1.38ecaf2d-62ed-4d1c-8e88-0e757cffe77c
23,TCGA-CH-5738-01A-01-BS1.c9128315-cc85-4785-99b1-e28aa602d529,TCGA-FC-A5OB-01Z-00-DX1.0055A98C-140F-48D0-B4E8-F110BEF2C6BB,TCGA-HC-7075-01A-01-TS1.84d0d611-75ad-4e48-a14d-a9f56df82203
24,TCGA-CH-5739-01A-01-BS1.a927a903-38a7-47ff-a7c9-723dba17e8a1,TCGA-HC-7209-01Z-00-DX1.ccf1d3c8-0351-4b7e-8539-0817ce3b8364,TCGA-HC-7212-01A-01-TS1.adcfb513-ab65-454d-982d-683041804f67
25,TCGA-CH-5739-01Z-00-DX1.11b90c0d-e024-4aa2-8140-30f0140a1701,TCGA-HC-7209-01A-01-TS1.028552bb-3a9b-44dd-80c4-49d9680b2807,TCGA-HC-7212-01Z-00-DX1.2c63a191-9ada-4744-abe9-4c2f7124a42e
26,TCGA-CH-5739-01A-01-TS1.65fcc97c-40f6-4b59-aada-4092bfa43928,TCGA-HC-7821-01Z-00-DX1.85c082ca-1159-4cd1-b003-fed32f2ddf9e,TCGA-HC-8264-01Z-00-DX1.0992961B-454E-40C4-9571-5B2D9FE8B3DF
27,TCGA-CH-5740-01Z-00-DX1.cf299b59-b69b-4ab3-b7ad-85eaca24e641,TCGA-HC-7821-01A-01-TS1.8ff90626-d466-4d5d-9842-822b1c4b3fbb,TCGA-HI-7168-01A-01-BS1.d8451250-8f7c-4e91-8a91-2118949d5dad
28,TCGA-CH-5740-01A-01-BS1.3950d3cb-77cd-46eb-9aa9-1c38160f4145,TCGA-HC-8266-01A-01-TS1.7c7883e0-8402-4d26-bf31-9114ed56a744,TCGA-HI-7168-01A-01-TS1.d02c5c3f-2736-4dc6-b115-3235aef254e2
29,TCGA-CH-5740-01A-01-TS1.ddc95a45-4cc7-4639-b68a-cefcb6a65884,TCGA-HC-8266-01Z-00-DX1.e266de83-ea1d-41bb-a466-74aab0748eeb,TCGA-HI-7168-01Z-00-DX1.e4aabefc-b633-4f54-ae92-a839f2d80158
30,TCGA-CH-5744-01A-01-TS1.77d7a80d-9b03-4948-a229-3bf9c29a870a,TCGA-HC-A8D0-01A-01-TS1.F7E57B97-F776-47D5-B184-3CC7623A6F95,TCGA-J4-8200-01Z-00-DX1.98361F8B-4808-44ED-900A-0871819785FF
31,TCGA-CH-5744-01A-01-BS1.6bb9c4b2-87d0-48da-b1c5-a78629dd2021,TCGA-HC-A8D0-01Z-00-DX1.C43B30C6-AC63-4A85-B259-1103621AFBEE,TCGA-J4-8200-01A-01-TS1.634d999e-d056-47f0-985e-b4af86a700dd
32,TCGA-CH-5744-01Z-00-DX1.ae8a6754-a41d-4227-b48c-0258d7bc500a,TCGA-HC-A9TH-01A-01-TS1.CAC5B6C9-1004-4198-BC84-4CAA1336DAF3,TCGA-J4-A67S-01Z-00-DX1.69EA4B02-5CCA-4387-ABCD-73D5271FF2B8
33,TCGA-CH-5745-01A-01-BS1.ff1ac81f-7df1-4306-85f9-9d76e9cd797c,TCGA-HC-A9TH-01Z-00-DX1.13526861-B926-4CF5-9E99-D4A8FFFBBE7C,TCGA-J4-A67S-01A-01-TS1.B4373DEE-DA04-4807-A2D1-C2F6F21E0DA3
34,TCGA-CH-5745-01A-01-TS1.45aa887f-7281-4282-87bb-a4f44340e0d9,TCGA-HI-7170-01Z-00-DX1.a823f5e3-3285-4fa5-846e-aaa0d0ac0698,TCGA-J4-A67T-01A-01-TS1.0C480989-653B-4E09-9408-EE93E4229E64
35,TCGA-CH-5745-01Z-00-DX1.49835389-232e-4c7f-8550-1501b402d698,TCGA-HI-7170-01A-01-BS1.b9d23850-1f96-4ee3-95c4-6e8a9cf97405,TCGA-J4-A67T-01Z-00-DX1.CF24F5B1-8583-4DEB-BDE8-45786116488E
36,TCGA-CH-5746-01A-01-TS1.8002c3ed-faf3-4ac9-aeda-b81fe7fa83c4,TCGA-HI-7170-01A-01-TS1.ef91934f-a968-4fff-b752-0dc00953c89a,TCGA-J4-A6G3-01A-01-TS1.6EA2F895-7D0D-4BB8-888F-A5576AF09352
37,TCGA-CH-5746-01Z-00-DX1.5d6bab11-b652-4730-80ee-7a0dc6bfc806,TCGA-J4-A67M-01Z-00-DX1.6C01EE22-ECE8-4FF3-8031-ADF0B6E1F5F1,TCGA-J4-A6G3-01Z-00-DX1.BDCBE64A-B59F-4735-B9B4-84BAF9CB1D23
38,TCGA-CH-5752-01Z-00-DX1.3a204644-6fa2-4bbd-a2b0-d40f13385dcf,TCGA-J4-A67M-01A-01-TS1.0C583107-5D6D-48F1-8EC5-8108C90D5263,TCGA-J9-A8CL-01A-01-TS1.585776A4-A5E4-4708-81B2-CE0A19B59537
39,TCGA-CH-5752-01A-01-TS1.835ed182-483e-4479-a28e-a2df1722d3c1,TCGA-J9-A52B-01A-01-TS1.9B88F2E9-4A87-4984-A87C-7C66D1CDD404,TCGA-KC-A7FD-01A-01-TSA.3E36E5E1-1410-4EAA-A48E-2E30216A24C2
40,TCGA-CH-5752-01A-01-BS1.f8014a30-a190-4198-94d7-fc9e841fdc67,TCGA-J9-A52E-01A-01-TS1.C51DE081-6685-49E9-9752-9DC2F6ADA44D,TCGA-KK-A59Z-01Z-00-DX1.83C16C66-CA61-4E86-8CFE-D2A24CEFE69C
41,TCGA-CH-5754-01A-01-BS1.5a23846e-17da-486b-95ba-2a982563a9c1,TCGA-KC-A7F6-01A-01-TSA.3E34AA60-0093-402C-9A36-4652E55151B3,TCGA-KK-A59Z-01A-01-TSA.827FAA8C-0591-42FE-937D-F8911EA57E5A
42,TCGA-CH-5754-01A-01-TS1.12486c1b-5dfe-429b-8a7d-75ab3889420a,TCGA-KK-A6E2-01A-01-TSA.B3B4DA6A-0C00-414C-B186-331720BCCD1D,TCGA-KK-A7AP-01A-01-TSA.F75597DE-9FE8-4801-A3EC-099989BEE1F3
43,TCGA-CH-5754-01Z-00-DX1.4dae6511-baa2-4472-b625-a41c9c95dec8,TCGA-KK-A6E2-01Z-00-DX1.6FD46FC9-EE08-41C0-A11E-B4AEF7AA4B38,TCGA-KK-A7AP-01Z-00-DX1.0776D25A-0E19-4268-8165-791CB95AD714
44,TCGA-CH-5761-01A-01-TS1.f0afb316-7cac-4858-ae7d-5df9ae3c7b09,TCGA-KK-A7AY-01Z-00-DX1.8CDAC82D-76E0-4D0E-905F-9332D3C3036F,TCGA-KK-A7AV-01A-01-TS1.4C62E151-C101-4D5B-8EEF-90B0DD2F08D1
45,TCGA-CH-5761-01Z-00-DX1.8a1146c7-cd4b-40fd-b609-cc2b80060d56,TCGA-KK-A7AY-01A-01-TSA.3D70CBDB-F46C-417D-88A1-78E14A80B184,TCGA-KK-A7AV-01Z-00-DX1.3913353D-9E72-4A3F-A627-08279D906C69
46,TCGA-CH-5761-01A-01-BS1.04e87587-e08e-49d8-a3c2-3c62ad6d38eb,TCGA-M7-A722-01Z-00-DX1.92921857-7A4A-4BE7-BF3E-8805C6397713,TCGA-KK-A8I4-01A-01-TSA.50509952-4BEF-44DE-A5B0-715428399EBD
47,TCGA-CH-5762-01Z-00-DX1.13c73407-5fdb-4109-91df-a224a0a6dce2,TCGA-M7-A722-01A-01-TS1.509AB9B3-A266-43AB-A7D5-7C4D674703B0,TCGA-KK-A8I4-01Z-00-DX1.5331B969-783B-4549-B187-C267497C5BBD
48,TCGA-CH-5762-01A-01-BS1.87418459-e116-4acf-8840-8595473affa2,TCGA-TK-A8OK-01A-02-TS2.D78A81E7-06ED-4CC3-B1D0-8FF0C4AA8CA4,TCGA-KK-A8IL-01Z-00-DX1.C91F74AC-39D4-44BB-A48B-F4AACA135007
49,TCGA-CH-5762-01A-01-TS1.b409b534-326c-46b6-b6fa-eada850e6afe,TCGA-TK-A8OK-01Z-00-DX1.84B8868B-A4BE-4DA6-9466-AE016DADC7C3,TCGA-KK-A8IL-01A-01-TS1.3A6BEFA1-89DA-4B95-9F9A-D9F0645329C2
50,TCGA-CH-5764-01Z-00-DX1.153078f9-e6c0-48f4-af0a-5a6eb83082e7,TCGA-V1-A9ZG-01A-01-TSA.689D242F-AC2D-4885-A42E-78583DE7EB03,TCGA-MG-AAMC-01Z-00-DX1.B54878B6-DB3B-48C9-B640-B2CB1CD2E213
51,TCGA-CH-5764-01A-01-BS1.b954efee-1903-4612-83dc-0551263d8d7f,TCGA-V1-A9ZG-01Z-00-DX1.BF182FE0-43CB-451A-B8EF-9D2CE7BC744F,TCGA-MG-AAMC-01Z-00-DX2.9DFE44B1-A918-41E9-BE64-A1A965B61CBD
52,TCGA-CH-5766-01Z-00-DX1.ea679de9-2957-4958-a11a-6005b456bf87,TCGA-VN-A88O-01A-01-TS1.C76C5861-67AD-409A-9D67-7065B118119A,TCGA-MG-AAMC-01A-01-TS1.8EB4F80B-FBB3-4DA3-89E6-96C2D6612EA3
53,TCGA-CH-5766-01A-01-BS1.d829c5d0-ccd6-4d87-9310-3fd7f1a049e3,TCGA-VN-A88R-01A-01-TS1.2F090513-E822-4724-BB5F-22179936CF56,TCGA-VN-A88L-01A-01-TS1.597C5A27-C448-466C-8144-2C8C9166176A
54,TCGA-CH-5766-01A-01-TS1.3ed95f88-8a5b-452f-9fd6-1c0eed0533a3,TCGA-VP-A875-01A-03-TSC.AD2E1524-B182-426E-B648-336413326839,TCGA-VN-A943-01A-01-TS1.6CE59D3F-3331-4314-B88D-2BDB10514FA0
55,TCGA-CH-5767-01Z-00-DX1.5a8d8c09-2837-4981-9c43-defa67d2a3fc,TCGA-VP-A875-01Z-00-DX1.96476DFA-7CFE-4100-A791-E7415B1DC719,TCGA-VP-A87J-01A-01-TSA.7D927837-324F-4245-974D-265D59987142
56,TCGA-CH-5767-01A-01-BS1.79efa197-a70e-4181-bc97-b5ba1724907e,TCGA-WW-A8ZI-01Z-00-DX8.4FF9463C-C78F-49BB-A073-B93B5722D705,TCGA-VP-A87J-01Z-00-DX1.31A1E162-71C5-4F15-B9C5-AFAB41506F86
57,TCGA-CH-5767-01A-01-TS1.87f2b2fc-72bd-4666-9939-07f3590d7d6f,TCGA-WW-A8ZI-01Z-00-DX1.D8EA0F9D-EF79-489E-9AB7-C07CBBF4AAC2,TCGA-XJ-A83F-01A-01-TS1.A64E1105-4C29-4402-8DA8-C4F43AC60114
58,TCGA-CH-5768-01A-01-TS1.d1d680c3-c16b-4481-a597-e617608469c0,TCGA-WW-A8ZI-01Z-00-DX4.19925B69-872C-4A20-AA9F-7D8A31DF02F9,TCGA-XJ-A83F-01Z-00-DX1.11A9B6FC-16AB-44F2-B93E-7806693D90F7
59,TCGA-CH-5768-01Z-00-DX1.4c6626ea-a1fb-4aca-8970-a40035025174,TCGA-WW-A8ZI-01Z-00-DX3.4F78311D-BB61-44B2-B5EB-34CFF26211E1,TCGA-XJ-A83G-01Z-00-DX1.2E6C26F6-4E7E-4CBE-A1E4-C33AA4F25390
60,TCGA-CH-5768-01A-01-BS1.df7eb299-50bb-4512-b7f4-e42c6ee6ae44,TCGA-WW-A8ZI-01Z-00-DX7.9194D7B4-3062-45D7-BC0C-3CA0FEA0A5A7,TCGA-XJ-A83G-01A-01-TS1.08E95894-A227-402D-9743-1F99B8041B63
61,TCGA-CH-5788-01A-01-BS1.c4e36368-30be-4dc8-9931-279afeeea401,TCGA-WW-A8ZI-01Z-00-DX5.7A4D2C8E-F68E-4C22-8808-FBB9A634DB93,TCGA-Y6-A8TL-01A-02-TSB.F04A549B-0D2E-47A5-AD64-54883ADEF514
62,TCGA-CH-5788-01A-01-TS1.441e3c3c-3cc0-4091-ad90-0d3604783a25,TCGA-WW-A8ZI-01Z-00-DX6.3645EDB2-41D8-4B5F-9A4E-A11C1D354435,TCGA-Y6-A8TL-01Z-00-DX2.61B3C7FE-09DD-4FA7-8C73-BAE974F3DEF4
63,TCGA-CH-5790-01A-01-TS1.ae273186-5cb0-47e0-a9d4-b15dffee23a9,TCGA-WW-A8ZI-01Z-00-DX2.BE12DAC0-F2DD-486B-AD8F-EA3C68144895,TCGA-Y6-A8TL-01Z-00-DX4.06A0D9F3-FCBC-42D1-8CF0-2FAAAADC0BAC
64,TCGA-CH-5790-01A-01-BS1.e1f8b10a-fd0a-41d2-befc-da936e06a725,TCGA-WW-A8ZI-01A-01-TSA.BB4CB36B-72D3-4DBC-A48B-B3D90EFCC873,TCGA-Y6-A8TL-01Z-00-DX1.756427EA-E1A0-49CA-8F75-7E1D875F142F
65,TCGA-CH-5791-01A-01-TS1.3f0ef12a-4db6-4cd5-a5f0-5247e88691fd,TCGA-X4-A8KS-01Z-00-DX4.34C5D87E-7598-49A7-B937-6CD2D7D64811,TCGA-Y6-A8TL-01Z-00-DX5.C3FD0E07-99D5-4786-9CFC-01B8FC5AC4E4
66,TCGA-CH-5791-01A-01-BS1.e88ddc0f-960a-4bf3-8503-dfd85253ec7f,TCGA-X4-A8KS-01Z-00-DX3.C0B3403B-1EE3-490D-B8F4-027818112DEA,TCGA-Y6-A8TL-01Z-00-DX3.5E46977F-4144-486B-8955-717A833291D7
67,TCGA-CH-5792-01A-01-TS1.116c4e22-985e-40b0-8c5d-f9095fe0a05f,TCGA-X4-A8KS-01A-01-TSA.F211E613-289B-4357-BDE0-5D71E9A8E433,TCGA-ZG-A8QZ-01A-01-TSA.9A8D8289-1454-4B4C-AE31-305A5464BB27
68,TCGA-CH-5792-01A-01-BS1.18386bdd-79ad-49ce-8275-9ecd3b25950e,TCGA-X4-A8KS-01Z-00-DX1.590D57D8-3053-4C42-9216-C93DE8587C12,TCGA-ZG-A9L4-01A-01-TSA.2B1A31BA-CE0D-454E-90F4-3411A490C0F7
69,TCGA-CH-5794-01A-01-BS1.b62d1bf3-a21b-4991-b876-19eab36b4366,TCGA-X4-A8KS-01Z-00-DX2.E7A0D551-4DF3-47B0-885A-181E798FC36B,TCGA-ZG-A9M4-01A-01-TSA.D8DA1306-A333-4AEE-87DE-CA60405F0585
70,TCGA-CH-5794-01A-01-TS1.49194785-4457-4ac9-9d69-a62758d074ea,TCGA-XK-AAJ3-01Z-00-DX1.48C36FDF-232A-49BC-AAB5-4B8BFB215743,TCGA-ZG-A9ND-01A-01-TS1.9DDEF1F8-A719-4FCD-B6F2-EEECD747B9D5
71,TCGA-EJ-5494-01Z-00-DX1.f466c17c-4671-45e0-aca9-0ceeec2c0280,TCGA-YL-A8HM-01A-01-TSA.9AB76A14-D129-44B9-866F-5C6C3C8BEFD6,
72,TCGA-EJ-5494-01A-01-TS1.868a97bc-d4ee-4eca-ad5f-46b57205bb90,TCGA-YL-A8HM-01Z-00-DX1.FE98403B-ABE4-4E5E-B036-FD590741FB11,
73,TCGA-EJ-5494-01A-01-BS1.4617dbb2-0f18-4142-b2c8-cee5160f7da7,TCGA-YL-A8SH-01Z-00-DX3.5E1F7D7F-1081-4EBF-A924-CDDDBF838CE5,
74,TCGA-EJ-5495-01A-01-TS1.6a9fb9eb-1a0f-44d9-bade-326e7d9397ea,TCGA-YL-A8SH-01Z-00-DX1.11EC242B-C4D2-46E3-9E8F-3BA5A508D046,
75,TCGA-EJ-5495-01A-01-BS1.64c2f5c8-36bf-4d76-808f-55c3a3d6e4c6,TCGA-YL-A8SH-01Z-00-DX2.2B25B4BE-0236-44E4-A04E-498C45AEA23B,
76,TCGA-EJ-5495-01Z-00-DX1.0db6207b-4cc6-463c-8b9e-6bd6f67b7b62,TCGA-YL-A8SH-01Z-00-DX4.3270B417-4F55-464B-9D87-3A1274062429,
77,TCGA-EJ-5496-01A-01-BS1.3102b4d8-f68e-44d6-8c9e-297f21fcb279,TCGA-YL-A8SH-01B-01-TSA.47547F89-BC20-4C46-ABD6-73C311C338AB,
78,TCGA-EJ-5496-01Z-00-DX1.bdc719db-96ae-42bb-b82f-9cf6e6f957d5,TCGA-YL-A9WI-01A-01-TS1.982424C1-50D5-4F15-8210-A9A4994C680D,
79,TCGA-EJ-5496-01A-01-TS1.ed9e9169-ecef-41ee-a8c4-3b46ce458567,TCGA-YL-A9WI-01Z-00-DX1.7BEF88F1-9093-41C0-834C-7DD4A332455E,
80,TCGA-EJ-5497-01A-01-BS1.67223212-ff32-4ecc-8058-5bd593ce537b,TCGA-YL-A9WI-01Z-00-DX3.51D0394E-FB44-4878-B761-9460D3833207,
81,TCGA-EJ-5497-01Z-00-DX1.59c034ce-0c62-4b41-bd14-5e50d1584ae0,TCGA-YL-A9WI-01Z-00-DX4.DD0313AF-7339-45F1-B3CF-AE9C20679E7F,
82,TCGA-EJ-5498-01Z-00-DX1.e3398f7f-d032-41b5-8736-485db658eba6,TCGA-YL-A9WI-01Z-00-DX2.33951B3A-6591-471C-9F4F-EAAEF761CBEE,
83,TCGA-EJ-5498-01A-01-TS1.ae2af454-7d09-434c-9519-1ee78ac7fbb4,TCGA-YL-A9WY-01Z-00-DX1.16415C29-1D79-4560-8F49-633F37F2804E,
84,TCGA-EJ-5498-01A-01-BS1.e0fd958f-f3b3-4675-8147-051fb3bd3a80,TCGA-YL-A9WY-01A-01-TSA.C81E8CA7-C143-4147-B4F6-F60AE917CFF1,
85,TCGA-EJ-5499-01A-01-BS1.dfc657dc-f990-4767-80bd-61c423f78559,TCGA-ZG-A8QW-01A-01-TSA.0C287A6F-F314-4DBA-8C57-09E6D58C88AD,
86,TCGA-EJ-5499-01Z-00-DX1.bda3d0ed-5295-40c2-b23f-d60caaa03643,TCGA-ZG-A9L5-01A-01-TSA.274FC8F8-BF56-41C1-892D-316D4E55CCF9,
87,TCGA-EJ-5499-01A-01-TS1.999f3961-3626-44ae-ac39-3963cb549ea9,,
88,TCGA-EJ-5501-01Z-00-DX1.b948a611-e351-417f-8f32-bd139728ce64,,
89,TCGA-EJ-5501-01A-01-TS1.40f23959-6fae-4ed4-baae-c6130c854d6f,,
90,TCGA-EJ-5501-01A-01-BS1.70911337-5efd-4f2d-a6c2-17e3e26dfa99,,
91,TCGA-EJ-5502-01A-01-BS1.bfbacbff-970e-4624-8710-41b156da627e,,
92,TCGA-EJ-5502-01A-01-TS1.d156e0ac-e637-48ec-a8ee-6b3590801ec0,,
93,TCGA-EJ-5502-01Z-00-DX1.9caa4792-06a2-431d-bec3-8b17f41453fe,,
94,TCGA-EJ-5505-01Z-00-DX1.8e43f020-053f-47d9-842d-4d30a776ffd2,,
95,TCGA-EJ-5505-01A-01-TS1.cd17b81e-1a80-482f-9d54-3b09eab74e59,,
96,TCGA-EJ-5505-01A-01-BS1.acec9ad9-61c3-4bde-b94a-781b45bcbf5f,,
97,TCGA-EJ-5506-01A-01-TS1.6d6210e5-462c-46b6-a4a8-c1d7a33ae0fd,,
98,TCGA-EJ-5506-01Z-00-DX1.9d0714eb-b01a-482e-b077-76f92b3a5e3f,,
99,TCGA-EJ-5506-01A-01-BS1.7f8846fa-50c5-4c55-9421-00f418022a18,,
100,TCGA-EJ-5508-01A-01-BS1.56a2ec62-e049-4032-86ff-a1ee7d984ad3,,
101,TCGA-EJ-5508-01Z-00-DX1.b5429be9-eadf-4042-8aad-37dc1a10c229,,
102,TCGA-EJ-5509-01A-01-TS1.90ebb144-cd1d-4f12-a47f-9ad76b59be78,,
103,TCGA-EJ-5509-01A-01-BS1.d6a74921-7eb4-4f68-94f4-623d43082aca,,
104,TCGA-EJ-5509-01Z-00-DX1.d5ddb1aa-3fd9-468b-abfa-97b908695a30,,
105,TCGA-EJ-5510-01A-01-TS1.a01a6b12-1019-4b95-8a1e-d2ad1848c9af,,
106,TCGA-EJ-5510-01Z-00-DX1.ab391b79-7b8f-4ad8-b5bd-c868effa75f8,,
107,TCGA-EJ-5510-01A-01-BS1.041131a8-633c-4031-bb1e-24217f7d39ec,,
108,TCGA-EJ-5511-01A-01-TS1.1ed25e1f-9e1b-4897-8535-e963f949acfc,,
109,TCGA-EJ-5511-01A-01-BS1.c9ad4ca4-e379-4811-983a-01cdd6604c46,,
110,TCGA-EJ-5511-01Z-00-DX1.45a97ef9-90fb-400d-9bdb-ebe8776e228b,,
111,TCGA-EJ-5512-01A-01-BS1.914f38a4-198d-4f22-8621-cc775039e360,,
112,TCGA-EJ-5512-01Z-00-DX1.6034a735-b58c-4a6d-886a-b0a153bedeee,,
113,TCGA-EJ-5512-01A-01-TS1.324ce356-3c9c-4700-a599-4f298b8b0a5f,,
114,TCGA-EJ-5514-01A-01-BS1.fad55233-8279-4a05-badc-2fe33e5fed44,,
115,TCGA-EJ-5514-01Z-00-DX1.82b0677b-fb3c-45ec-82ca-d90000d8aaf2,,
116,TCGA-EJ-5514-01A-01-TS1.6043f576-4be8-4738-ac49-56e913c9659f,,
117,TCGA-EJ-5516-01A-01-BS1.139327af-6688-44d2-8dc6-2ec43ac6b0d3,,
118,TCGA-EJ-5516-01Z-00-DX1.50003728-b68b-4e22-96d8-8fce43a03274,,
119,TCGA-EJ-5516-01A-01-TS1.048ee951-5473-4ba0-a269-1d5609261e07,,
120,TCGA-EJ-5518-01Z-00-DX1.e7860e09-7490-4cda-be17-4c5116d1698a,,
121,TCGA-EJ-5518-01A-01-BS1.58921fcc-8c57-4840-905a-a419c8ad2d75,,
