,train,val,test
17,TCGA-4L-AA1F-01Z-00-DX1.D793A68B-6E98-477B-8C29-4347939C97CF,TCGA-EJ-5524-01Z-00-DX1.f831ad94-5d57-4401-9e0d-6c35489efcca,TCGA-EJ-5511-01A-01-BS1.c9ad4ca4-e379-4811-983a-01cdd6604c46
18,TCGA-CH-5737-01Z-00-DX1.beeda9ae-cb8c-4534-8438-081302b482cf,TCGA-EJ-7318-01B-01-TSA.CABC240E-3ADB-420D-89A2-1D98FBBE818E,TCGA-EJ-5511-01Z-00-DX1.45a97ef9-90fb-400d-9bdb-ebe8776e228b
19,TCGA-CH-5737-01A-01-BS1.af8ace42-371c-4003-a16b-4966da0c0cfc,TCGA-EJ-7782-01A-01-BS1.7620c8a7-1203-42ac-ba05-a6341e08bd11,TCGA-EJ-5526-01A-01-BS1.3add8459-725b-453f-94ed-d567229f0372
20,TCGA-CH-5737-01A-01-TS1.ed1696b6-8897-47f6-8996-82c8521c1add,TCGA-EJ-7782-01Z-00-DX1.ff736ebc-94c8-4ffd-b416-0830c4c11279,TCGA-EJ-5526-01A-01-TS1.cc2b985c-78e4-41b7-a370-9279b53c7d5d
21,TCGA-CH-5739-01A-01-BS1.a927a903-38a7-47ff-a7c9-723dba17e8a1,TCGA-EJ-7782-01A-01-TS1.f0921308-6e5d-4392-8023-9882d915be80,TCGA-EJ-5526-01Z-00-DX1.70486c91-c1cd-4478-8c90-b103dacda0ae
22,TCGA-CH-5739-01Z-00-DX1.11b90c0d-e024-4aa2-8140-30f0140a1701,TCGA-EJ-7794-01Z-00-DX1.6c647aa0-664d-46b5-98d5-049763627857,TCGA-EJ-5532-01Z-00-DX1.07548d1f-867f-4bca-a9f3-aaed043b8753
23,TCGA-CH-5739-01A-01-TS1.65fcc97c-40f6-4b59-aada-4092bfa43928,TCGA-EJ-7794-01A-01-TS1.5b287330-e4f2-4a07-b2e4-7adf36455916,TCGA-EJ-5532-01A-01-TS1.1c06e67e-fdf6-424f-89d1-07d36d5620b8
24,TCGA-CH-5740-01Z-00-DX1.cf299b59-b69b-4ab3-b7ad-85eaca24e641,TCGA-EJ-7794-01A-01-BS1.6d9b4934-5395-450e-9291-b38bf61d7a0b,TCGA-EJ-5532-01A-01-BS1.26535e87-3145-405b-b8ee-48977aff1aef
25,TCGA-CH-5740-01A-01-BS1.3950d3cb-77cd-46eb-9aa9-1c38160f4145,TCGA-EJ-7797-01Z-00-DX1.589f2810-06b5-4e81-bb8a-da61b9381704,TCGA-EJ-7321-01Z-00-DX1.3c4d5cb6-647d-4f31-a462-423951dbec9a
26,TCGA-CH-5740-01A-01-TS1.ddc95a45-4cc7-4639-b68a-cefcb6a65884,TCGA-EJ-7797-01A-01-TS1.2864bcdb-667d-4ae0-8a7d-65537fd3cfff,TCGA-EJ-7321-01A-02-BS2.7fca4517-3ae8-486c-a5cc-380817eef09f
27,TCGA-CH-5743-01Z-00-DX1.d775c0bd-8c32-45b1-a6d2-afd4e17ec649,TCGA-EJ-8468-01A-01-BS1.628354fd-d7ba-4ece-94f0-5c06260c2bc6,TCGA-EJ-7792-01A-01-TS1.984f3ebe-413e-49ee-a82c-bc7817e5e86b
28,TCGA-CH-5743-01A-01-BS1.bdd72a99-8608-45af-bd3d-6ea00a99510e,TCGA-EJ-A65J-01A-01-TSA.8CD7BEAF-A661-4944-B1B6-BA808583FDE2,TCGA-EJ-7792-01Z-00-DX1.62662b7e-2130-4535-9ec4-3a5c9ce8dea0
29,TCGA-CH-5744-01A-01-TS1.77d7a80d-9b03-4948-a229-3bf9c29a870a,TCGA-EJ-A65M-01A-01-TSA.2355218D-3DDC-401E-8B14-68E9A8D481D7,TCGA-EJ-7792-01A-01-BS1.7bcaf276-c5a9-4555-9cc2-789ea75856e7
30,TCGA-CH-5744-01A-01-BS1.6bb9c4b2-87d0-48da-b1c5-a78629dd2021,TCGA-EJ-A7NM-01A-02-TSB.A67844DC-708C-45E2-AF9F-CB619D24515E,TCGA-EJ-A6RC-01A-01-TSA.CE54A4F9-3819-40DF-BFBE-97244505966F
31,TCGA-CH-5744-01Z-00-DX1.ae8a6754-a41d-4227-b48c-0258d7bc500a,TCGA-EJ-A8FS-01A-01-TSA.16B8B31A-59DE-4159-ADE0-8D398DFB9414,TCGA-EJ-A7NK-01A-01-TS1.448F57D7-002A-4F2D-8E56-FA3E13B4446D
32,TCGA-CH-5746-01A-01-TS1.8002c3ed-faf3-4ac9-aeda-b81fe7fa83c4,TCGA-FC-A66V-01Z-00-DX1.0F1FC5E0-5BF2-4F79-85EB-F0DDA773C3BA,TCGA-EJ-A8FO-01A-02-TSB.CFA33C50-77E1-4C62-A391-77CB00197A37
33,TCGA-CH-5746-01Z-00-DX1.5d6bab11-b652-4730-80ee-7a0dc6bfc806,TCGA-FC-A66V-01A-02-TSB.A0A04119-22F4-4810-AD06-E01EF78BF94E,TCGA-EJ-A8FP-01A-02-TSB.370670DE-27CF-4530-B684-797AC0E49DC2
34,TCGA-CH-5748-01A-01-TS1.481e4b06-2a69-449c-bf4e-543e5f8c98e0,TCGA-G9-6339-01A-01-TS1.3779e13d-0c53-421c-8743-8e706ed02135,TCGA-EJ-AB27-01A-01-TSA.F77F4813-6967-431B-925F-F973F3F0F18E
35,TCGA-CH-5748-01A-01-BS1.2ed7b5fd-f971-405d-a191-68fbc5464da0,TCGA-G9-6339-01Z-00-DX1.121F06DE-112E-4204-9F27-8493DF8FF750,TCGA-G9-6365-01A-01-TS1.875f953c-6dcd-4a95-8ead-d494b3b6c7bd
36,TCGA-CH-5748-01Z-00-DX1.032202f2-70c0-4115-99ff-1cecf4042e07,TCGA-G9-6377-01A-01-TS1.c629ee70-2d88-4672-8088-41cfe6584466,TCGA-G9-6365-01A-01-BS1.a419e38b-7595-44cf-b1a1-c83588add655
37,TCGA-CH-5750-01A-01-BS1.6851987a-ac23-412e-9cd4-30ecde3cf982,TCGA-G9-6377-01A-01-BS1.5cc24d73-153a-48c4-a21d-9c5bdbca505c,TCGA-G9-6365-01Z-00-DX1.58e1ed37-d7bb-4f41-b5a1-ad92af2b0ac8
38,TCGA-CH-5750-01A-01-TS1.f18271cd-defa-4088-9335-9f341b969e5a,TCGA-G9-6377-01Z-00-DX1.e446e088-404c-4ae7-b2b2-b81057c0c454,TCGA-G9-A9S0-01Z-00-DX1.790729D2-1AF4-4ACF-A470-A9ADC786298E
39,TCGA-CH-5750-01Z-00-DX1.88db9d82-82c0-44b7-87b2-6e3bcdfb58ad,TCGA-G9-6498-01A-01-TS1.f3baadab-d3ef-4599-b846-3930a40ef3d2,TCGA-G9-A9S0-01A-01-TSA.45CFA035-876E-43EE-88E2-A9D827BA75B0
40,TCGA-CH-5751-01A-01-BS1.24b385ff-59dd-472a-8ff0-f5fbcc706998,TCGA-G9-6498-01Z-00-DX1.B89E5C96-DEB5-4ABE-9378-99E5869899A7,TCGA-H9-A6BY-01Z-00-DX1.304BEB19-3F0A-4676-B077-A4650F5C84A5
41,TCGA-CH-5751-01A-01-TS1.2c6964db-b4ff-4c9e-82cf-c4080f9a6d59,TCGA-G9-7519-01A-01-TS1.abb8de74-40e5-49bb-a056-3a0669ddab4c,TCGA-H9-A6BY-01A-01-TS1.9D1BC9B2-6474-4430-ABAD-B7B9A642D9BE
42,TCGA-CH-5751-01Z-00-DX1.6bacc42c-0cc1-4210-80b4-14695e4c6ba2,TCGA-G9-7519-01Z-00-DX1.1858532a-d4db-4ee7-95d3-8d733694a275,TCGA-HC-7077-01Z-00-DX1.18652ead-c43f-41bd-aefd-5364bc4d236e
43,TCGA-CH-5752-01Z-00-DX1.3a204644-6fa2-4bbd-a2b0-d40f13385dcf,TCGA-HC-7078-01A-01-TS1.70ba2c61-1e37-4750-a127-36c4f76783d2,TCGA-HC-7077-01A-01-BS1.08c66319-ff79-4103-b138-bc76a962cef1
44,TCGA-CH-5752-01A-01-TS1.835ed182-483e-4479-a28e-a2df1722d3c1,TCGA-HC-7078-01Z-00-DX1.12d9739d-337d-4e6f-b971-033635dfd07a,TCGA-HC-7077-01A-01-TS1.083bb153-4acd-4a80-a481-c4e4dea29c0c
45,TCGA-CH-5752-01A-01-BS1.f8014a30-a190-4198-94d7-fc9e841fdc67,TCGA-HC-7231-01A-01-TS1.49eca002-316f-4e47-b40d-eca04ed17c8c,TCGA-HC-7079-01Z-00-DX1.5fb22f2a-ee91-4a0d-a696-a72ebb3414b1
46,TCGA-CH-5753-01A-01-TS1.11fde5fd-97ec-4fb9-8ac2-1c08f47cf6a0,TCGA-HC-7231-01Z-00-DX1.0850ecf9-5d71-48b3-b147-716bd792e862,TCGA-HC-7079-01A-01-TS1.2e112c76-4fa4-4a7a-a68e-745bb3fea37a
47,TCGA-CH-5753-01A-01-BS1.4311c533-f9c1-4c6f-8b10-922daa3c2e3e,TCGA-HC-7736-01A-01-BS1.3e8eb327-5c81-4c44-ae4c-fc647862f5d6,TCGA-HC-7079-01A-01-BS1.4fe73719-f126-4d99-9c6b-01c2edce0fce
48,TCGA-CH-5753-01Z-00-DX1.c503402e-b8a1-471f-87fe-8aab40bec07a,TCGA-HC-7736-01Z-00-DX1.8a162ae4-c046-43e9-b391-78efec7ab053,TCGA-HC-7749-01Z-00-DX1.2dbf5d61-954d-406e-9cc3-f1590268597f
49,TCGA-CH-5754-01A-01-BS1.5a23846e-17da-486b-95ba-2a982563a9c1,TCGA-HC-7736-01A-01-TS1.e3a6032b-7af0-4512-900d-4c267d1ea1d0,TCGA-HC-7749-01A-01-TS1.8578581a-41a9-402c-813a-0d2bb5e8ca89
50,TCGA-CH-5754-01A-01-TS1.12486c1b-5dfe-429b-8a7d-75ab3889420a,TCGA-HC-7742-01Z-00-DX1.59cf7b97-16a4-4c83-b4e0-6ee292326500,TCGA-HC-7819-01A-01-TS1
51,TCGA-CH-5754-01Z-00-DX1.4dae6511-baa2-4472-b625-a41c9c95dec8,TCGA-HC-7742-01A-01-TS1.e8ac5426-ee17-45ba-8072-d0e91ce8da85,TCGA-HC-7819-01Z-00-DX1.9208cfe7-825f-4535-959c-ca470b61b562
52,TCGA-CH-5761-01A-01-TS1.f0afb316-7cac-4858-ae7d-5df9ae3c7b09,TCGA-HC-7821-01Z-00-DX1.85c082ca-1159-4cd1-b003-fed32f2ddf9e,TCGA-HC-8261-01A-01-TS1.60ca4387-a1ad-4e16-be7f-57db54d7b1bb
53,TCGA-CH-5761-01Z-00-DX1.8a1146c7-cd4b-40fd-b609-cc2b80060d56,TCGA-HC-7821-01A-01-TS1.8ff90626-d466-4d5d-9842-822b1c4b3fbb,TCGA-HC-8261-01Z-00-DX1.231568ea-f873-4f62-85d2-f93ab91a8c0f
54,TCGA-CH-5761-01A-01-BS1.04e87587-e08e-49d8-a3c2-3c62ad6d38eb,TCGA-HC-8213-01A-01-TS1.6834f7d3-ab21-40e3-b164-8d20fa599c7a,TCGA-HC-A48F-01Z-00-DX1.F19F2A8B-7493-420D-8B40-D2C78F6E6184
55,TCGA-CH-5762-01Z-00-DX1.13c73407-5fdb-4109-91df-a224a0a6dce2,TCGA-HC-8213-01Z-00-DX1.30F3004A-B2F4-42E6-A887-8C219617778E,TCGA-HC-A48F-01A-01-TS1.4BD2B690-100D-40DA-A236-B15702E31B81
56,TCGA-CH-5762-01A-01-BS1.87418459-e116-4acf-8840-8595473affa2,TCGA-HC-A6AQ-01A-01-TS1.CDFDB554-F9D7-4CB1-A4FF-48C18418AB65,TCGA-HC-A6AL-01Z-00-DX1.5FFF97EC-B884-4EEE-A0BE-0EDCD389B5C1
57,TCGA-CH-5762-01A-01-TS1.b409b534-326c-46b6-b6fa-eada850e6afe,TCGA-HC-A6AQ-01Z-00-DX1.23957370-CCE3-49C2-AE21-4591DCE47E86,TCGA-HC-A6AL-01A-01-TS1.48581591-1248-4C82-B69B-03B52ACDECBC
58,TCGA-CH-5763-01Z-00-DX1.7d4eff47-8d99-41d4-87f0-163b2cb034bf,TCGA-J4-A6G3-01A-01-TS1.6EA2F895-7D0D-4BB8-888F-A5576AF09352,TCGA-HI-7171-01A-01-TS1.b77fc038-c988-4ccf-8135-65674762d784
59,TCGA-CH-5763-01A-01-TS1.30829aed-f4a0-4de4-94a6-c942d8697635,TCGA-J4-A6G3-01Z-00-DX1.BDCBE64A-B59F-4735-B9B4-84BAF9CB1D23,TCGA-HI-7171-01A-01-BS1.0b8bec17-e1e2-496f-a38e-0fd38c414093
60,TCGA-CH-5763-01A-01-BS1.d971c728-7268-4448-9ee1-530c1549488a,TCGA-J4-AATZ-01A-01-TS1.77F9F143-B287-404F-A051-23EAF33594D3,TCGA-HI-7171-01Z-00-DX1.cf7787d4-b3bd-4a3d-b036-f3ed9adc3606
61,TCGA-CH-5764-01Z-00-DX1.153078f9-e6c0-48f4-af0a-5a6eb83082e7,TCGA-J4-AATZ-01Z-00-DX1.E9BDB060-C38C-4315-B1CE-FB23FA2DEE8D,TCGA-J4-A83K-01A-01-TS1.E74642E1-0BF3-469A-84FA-1EE2D1B98F91
62,TCGA-CH-5764-01A-01-BS1.b954efee-1903-4612-83dc-0551263d8d7f,TCGA-J4-AAU2-01Z-00-DX1.856D1A98-E6A7-499C-9645-E598523C10CB,TCGA-J4-A83K-01Z-00-DX1.7A8B686F-E4E3-48DF-8761-9B3923D38463
63,TCGA-CH-5765-01A-01-BS1.da2fb151-47ab-430a-a4ad-3419dd1dacb4,TCGA-J4-AAU2-01A-01-TS1.D84207E7-8FE5-4811-AEFB-AB37C5C9AFC3,TCGA-J9-A8CK-01A-01-TS1.395A1487-A9B1-4D0E-A349-7DC64622063E
64,TCGA-CH-5765-01A-01-TS1.b8f72b0b-0cd5-4168-aae6-948af41758b0,TCGA-KC-A4BL-01A-03-TSC.B268270D-8A0D-4AFA-A380-15D0185F29D1,TCGA-KC-A7FD-01A-01-TSA.3E36E5E1-1410-4EAA-A48E-2E30216A24C2
65,TCGA-CH-5765-01Z-00-DX1.ee77679a-ef5a-4326-b72c-497532f60fb0,TCGA-KK-A59V-01A-01-TSA.FF38D050-E2FF-4216-A9AA-1ECD10A79519,TCGA-KK-A59Y-01Z-00-DX1.0DB9AF4D-4879-4295-A321-CBEE0FE6B2A0
66,TCGA-CH-5766-01Z-00-DX1.ea679de9-2957-4958-a11a-6005b456bf87,TCGA-KK-A59V-01Z-00-DX1.181D78A7-2B0C-46BC-AF12-C0F77C2442EC,TCGA-KK-A59Y-01A-01-TSA.68765CB3-D391-44FB-BDB4-DD382B2E9AD5
67,TCGA-CH-5766-01A-01-BS1.d829c5d0-ccd6-4d87-9310-3fd7f1a049e3,TCGA-KK-A59X-01A-01-TSA.07314AE0-B30F-4E00-BF74-D8CEA225395D,TCGA-KK-A7AP-01A-01-TSA.F75597DE-9FE8-4801-A3EC-099989BEE1F3
68,TCGA-CH-5766-01A-01-TS1.3ed95f88-8a5b-452f-9fd6-1c0eed0533a3,TCGA-KK-A59X-01Z-00-DX1.8F30C2E2-BBA2-4857-B020-E548C4D7C359,TCGA-KK-A7AP-01Z-00-DX1.0776D25A-0E19-4268-8165-791CB95AD714
69,TCGA-CH-5772-01A-01-BS1.f02d86c3-b8bf-4750-b37b-75ad1b5c92fe,TCGA-KK-A7AW-01A-01-TS1.789FFFA9-C1B6-4852-A383-48EC3DF46075,TCGA-KK-A7AU-01Z-00-DX1.5DA62B04-B06C-4EBB-9512-F96D3A83D549
70,TCGA-CH-5772-01A-01-TS1.fbbd25a3-14a6-4a8b-a5e2-0fe124b56cf6,TCGA-KK-A7AW-01Z-00-DX1.F8A3E0D5-AC32-4C57-8AE2-5B98790544E7,TCGA-KK-A7AU-01A-01-TSA.BEA20AFD-2CF9-4390-AD68-D096822F8058
71,TCGA-CH-5788-01A-01-BS1.c4e36368-30be-4dc8-9931-279afeeea401,TCGA-KK-A8I8-01A-01-TSA.CF36FA55-B601-4D89-9A5E-A514EDB8D34F,TCGA-KK-A8IF-01Z-00-DX1.D89CE36A-8166-4CA5-82DE-A937ABBF14D0
72,TCGA-CH-5788-01A-01-TS1.441e3c3c-3cc0-4091-ad90-0d3604783a25,TCGA-KK-A8I8-01Z-00-DX1.9C138C77-7DD7-4EE0-A34C-D4B629E18087,TCGA-KK-A8IF-01A-01-TSA.6864A3E6-0CDB-42FF-8C05-BFE455F34CBF
73,TCGA-CH-5789-01A-01-TS1.53cab2ce-e2fc-4124-ac74-14ff2cd6609e,TCGA-M7-A722-01Z-00-DX1.92921857-7A4A-4BE7-BF3E-8805C6397713,TCGA-KK-A8IL-01Z-00-DX1.C91F74AC-39D4-44BB-A48B-F4AACA135007
74,TCGA-CH-5789-01A-01-BS1.2f307be7-3796-466f-b69e-9a8d06276be9,TCGA-M7-A722-01A-01-TS1.509AB9B3-A266-43AB-A7D5-7C4D674703B0,TCGA-KK-A8IL-01A-01-TS1.3A6BEFA1-89DA-4B95-9F9A-D9F0645329C2
75,TCGA-CH-5790-01A-01-TS1.ae273186-5cb0-47e0-a9d4-b15dffee23a9,TCGA-M7-A724-01Z-00-DX1.9A09FA7A-21B8-4F04-BA5D-CA6D81334B0C,TCGA-V1-A8WN-01Z-00-DX1.BE5E60A2-FF72-421B-A356-7644493DC708
76,TCGA-CH-5790-01A-01-BS1.e1f8b10a-fd0a-41d2-befc-da936e06a725,TCGA-M7-A724-01A-01-TSA.D2403A13-37B3-494D-83A0-02C231C83D3A,TCGA-V1-A8WN-01A-01-TS1.50EA1B31-F52E-406B-A34B-24DC8E25DB3B
77,TCGA-CH-5791-01A-01-TS1.3f0ef12a-4db6-4cd5-a5f0-5247e88691fd,TCGA-QU-A6IP-01A-01-TSA.A132CD4D-53F3-4262-98E5-E1CAF97BF851,TCGA-V1-A8X3-01A-01-TSA.ED1C8458-116C-4924-8243-DE4A32386114
78,TCGA-CH-5791-01A-01-BS1.e88ddc0f-960a-4bf3-8503-dfd85253ec7f,TCGA-QU-A6IP-01Z-00-DX1.F5BA8BA6-2D9B-4765-A3AC-DB9718FA1F5F,TCGA-V1-A8X3-01Z-00-DX1.BFEC3A80-29BC-4E21-9A04-5AF53603313D
79,TCGA-CH-5792-01A-01-TS1.116c4e22-985e-40b0-8c5d-f9095fe0a05f,TCGA-TP-A8TT-01Z-00-DX1.652EA809-D931-46EE-80C9-0551C16DF822,TCGA-V1-A9OQ-01A-01-TSA.03A1D0F4-897A-4EE7-ADC7-36CF06FB85AC
80,TCGA-CH-5792-01A-01-BS1.18386bdd-79ad-49ce-8275-9ecd3b25950e,TCGA-TP-A8TT-01A-01-TS1.4424AB79-9E2C-44A8-A1BF-53EB5A2A83C7,TCGA-V1-A9OQ-01Z-00-DX1.6B57FA2E-B1D8-4CA4-B0E7-401A33ED93B4
81,TCGA-CH-5794-01A-01-BS1.b62d1bf3-a21b-4991-b876-19eab36b4366,TCGA-V1-A9O9-01Z-00-DX1.64BAA5D4-8C59-4698-8FF9-D8FC156827A5,TCGA-V1-A9ZK-01A-01-TS1.543DD12A-5143-4B82-9895-61CD701E2A19
82,TCGA-CH-5794-01A-01-TS1.49194785-4457-4ac9-9d69-a62758d074ea,TCGA-V1-A9O9-01A-01-TS1.D61A093A-FF1C-49BC-A6E8-B11847A728A8,TCGA-V1-A9ZK-01Z-00-DX1.516F849C-772B-4369-81D3-92DF8102E7F2
83,TCGA-EJ-5494-01Z-00-DX1.f466c17c-4671-45e0-aca9-0ceeec2c0280,TCGA-V1-A9ZI-01A-01-TSA.D935448D-B594-4ECA-8AFC-2CD9A72ACFA5,TCGA-XA-A8JR-01Z-00-DX1.E31C544F-F56B-4331-8024-132BB6FA11E2
84,TCGA-EJ-5494-01A-01-TS1.868a97bc-d4ee-4eca-ad5f-46b57205bb90,TCGA-V1-A9ZI-01Z-00-DX1.66AC3D31-41CB-4CF8-907D-4B61D30DA2D4,TCGA-XA-A8JR-01A-01-TSA.A4C49A70-6A71-41B1-870B-4EC738072146
85,TCGA-EJ-5494-01A-01-BS1.4617dbb2-0f18-4142-b2c8-cee5160f7da7,TCGA-VP-A87H-01Z-00-DX1.AE5FAB92-3282-404D-BD0C-699746F7915E,TCGA-XJ-A83F-01A-01-TS1.A64E1105-4C29-4402-8DA8-C4F43AC60114
86,TCGA-EJ-5496-01A-01-BS1.3102b4d8-f68e-44d6-8c9e-297f21fcb279,TCGA-VP-A87H-01A-01-TS1.837755F3-B1CD-44B6-87CC-5F44FF195946,TCGA-XJ-A83F-01Z-00-DX1.11A9B6FC-16AB-44F2-B93E-7806693D90F7
87,TCGA-EJ-5496-01Z-00-DX1.bdc719db-96ae-42bb-b82f-9cf6e6f957d5,TCGA-WW-A8ZI-01Z-00-DX8.4FF9463C-C78F-49BB-A073-B93B5722D705,TCGA-XK-AAIR-01Z-00-DX1.FDE3AE0A-828C-494F-957D-3FCAD7D8CE4A
88,TCGA-EJ-5496-01A-01-TS1.ed9e9169-ecef-41ee-a8c4-3b46ce458567,TCGA-WW-A8ZI-01Z-00-DX1.D8EA0F9D-EF79-489E-9AB7-C07CBBF4AAC2,TCGA-XK-AAIW-01A-01-TS1.61B002A3-60BA-4122-A5B2-75BA55588E41
89,TCGA-EJ-5499-01A-01-BS1.dfc657dc-f990-4767-80bd-61c423f78559,TCGA-WW-A8ZI-01Z-00-DX4.19925B69-872C-4A20-AA9F-7D8A31DF02F9,TCGA-XK-AAIW-01Z-00-DX1.31B98849-4AA9-4AC1-A697-A0C4165976B5
90,TCGA-EJ-5499-01Z-00-DX1.bda3d0ed-5295-40c2-b23f-d60caaa03643,TCGA-WW-A8ZI-01Z-00-DX3.4F78311D-BB61-44B2-B5EB-34CFF26211E1,TCGA-Y6-A8TL-01A-02-TSB.F04A549B-0D2E-47A5-AD64-54883ADEF514
91,TCGA-EJ-5499-01A-01-TS1.999f3961-3626-44ae-ac39-3963cb549ea9,TCGA-WW-A8ZI-01Z-00-DX7.9194D7B4-3062-45D7-BC0C-3CA0FEA0A5A7,TCGA-Y6-A8TL-01Z-00-DX2.61B3C7FE-09DD-4FA7-8C73-BAE974F3DEF4
92,TCGA-EJ-5501-01Z-00-DX1.b948a611-e351-417f-8f32-bd139728ce64,TCGA-WW-A8ZI-01Z-00-DX5.7A4D2C8E-F68E-4C22-8808-FBB9A634DB93,TCGA-Y6-A8TL-01Z-00-DX4.06A0D9F3-FCBC-42D1-8CF0-2FAAAADC0BAC
93,TCGA-EJ-5501-01A-01-TS1.40f23959-6fae-4ed4-baae-c6130c854d6f,TCGA-WW-A8ZI-01Z-00-DX6.3645EDB2-41D8-4B5F-9A4E-A11C1D354435,TCGA-Y6-A8TL-01Z-00-DX1.756427EA-E1A0-49CA-8F75-7E1D875F142F
